,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Times Missed,Damages
11602,192292,05/30/19,Trash - Curbside/Alley Missed Pickup,no pick up in neighborhood,356 flushing dr,37211,red river,1402,16.0,1755041.79922393,651636.001463959,1.0,0.0
11603,192294,05/30/19,Trash - Curbside/Alley Missed Pickup,entire street not serviced,1046 granbery park dr,37027,red river,2401,4.0,1744832.55300418,624011.281539154,2.0,200.0
11604,192297,05/30/19,Trash - Curbside/Alley Missed Pickup,my trash was not p/u today nor was any house on our dead end side of wessex dr,5205 wessex dr,37211,red river,3403,27.0,1759217.79807179,627625.601978436,10.0,1800.0
11605,192301,05/30/19,Trash - Curbside/Alley Missed Pickup,trash pickup drove right past my curbside trash can at 4018 shufeld court and my neighbors curbside trash can at 4020 shufeld court. trash pickup continued up the street and did not return. we will leave our trash cans out and call at 7am tomorrow to report.,4018 shufeld ct,37013,red river,3404,30.0,1763624.19955811,629654.400916806,6.0,1000.0
11606,192302,05/30/19,Trash - Curbside/Alley Missed Pickup,trash pickup drove right past my trash can at 4020 shufeld court and my neighbors trash can at 4018 shufeld court without stopping.,4020 shufeld ct,37013,,,30.0,1763612.99978713,629732.001874162,1.0,0.0
11607,192305,05/30/19,Trash - Curbside/Alley Missed Pickup,"this has happened two weeks in a row and happens often.  i shouldn't have to do this as often as they miss.  also, neighboring property owners were missed too.",1324 barnes rd,37013,red river,4403,31.0,1758524.99923487,619590.401479638,6.0,1000.0
11608,192313,05/30/19,Trash - Curbside/Alley Missed Pickup,cart was placed out by street after 7pm the previous night. today my neighbors on my side of the street and i did not get our trash bins emptied.,3609 donna kay dr,37211,red river,1403,26.0,1758741.89487038,640736.417982391,1.0,0.0
11609,192335,05/31/19,Trash - Curbside/Alley Missed Pickup,odd # side of street was not picked up.,old tusculum rd,37013,red river,4404,30.0,1763331.68765965,626852.263728348,1.0,0.0
11610,192338,05/31/19,Trash - Curbside/Alley Missed Pickup,general bate between greenland and outer was missed on wednesday this week,4109 general bate dr,37204,red river,3302,25.0,1735812.82931573,643790.233416662,7.0,1200.0
11611,192377,05/31/19,Trash - Curbside/Alley Missed Pickup,alley/miss wednesday. {also} albion st.,2408 eden st,37208,metro,9303,21.0,1728552.70243789,667664.300424946,5.0,800.0
11612,192379,05/31/19,Trash - Curbside/Alley Missed Pickup,missed the whole street,8 sharonwood dr,37215,red river,2305S,25.0,1729013.64820665,652459.485402429,9.0,1600.0
11613,192399,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash backdoor pickup,5345 overton rd,37220,red river,2403,26.0,1742763.39927262,627754.060977099,1.0,0.0
11614,192411,05/31/19,Trash - Curbside/Alley Missed Pickup,miss,5118 amalie dr,37211,red river,3402,27.0,1754490.79283657,626318.558237317,4.0,600.0
11615,192412,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash,976 murfreesboro pike,37217,red river,1401,15.0,1757381.42336954,654727.041530436,1.0,0.0
11616,192421,05/31/19,Trash - Curbside/Alley Missed Pickup,trash/missed pickup. {thursday} also one more home 14885 address.,14881 old hickory blvd,37013,red river,4403,31.0,1761049.18818466,623123.179275381,15.0,2800.0
11617,192422,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...every home missed,2100 golf club ln,37215,red river,2305S,25.0,1728872.25208737,650760.810596946,1.0,0.0
11618,192426,05/31/19,Trash - Curbside/Alley Missed Pickup,curb trash/miss pickup thursday,14885 old hickory blvd,37013,red river,4403,31.0,1760969.98245447,622871.979889034,11.0,2000.0
11619,192428,05/31/19,Trash - Curbside/Alley Missed Pickup,neither of my trash cans were picked up yesterday.,109 tusculum rd,37013,red river,4404,31.0,1766281.11173032,626406.402032778,3.0,400.0
11620,192438,05/31/19,Trash - Curbside/Alley Missed Pickup,miss,105 tusculum rd,37013,red river,4404,31.0,1766421.79945419,626365.600040257,1.0,0.0
11621,192465,05/31/19,Trash - Curbside/Alley Missed Pickup,miss pickup for units a & b {curb} tuesday.,1604 meharry blvd,37208,metro,9208,19.0,1731446.60057685,669187.200167502,1.0,0.0
11622,192508,05/31/19,Trash - Backdoor,trash backdoor missed,5137 fredericksburg way e,37027,red river,4401,4.0,1742710.67130489,620777.941295309,9.0,1600.0
11623,192539,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash,5395 cane ridge rd,37013,red river,4405,32.0,1773711.39993429,621199.201091121,5.0,800.0
11624,192547,05/31/19,Trash - Backdoor,"i am having trouble having my trash picked up on regular basis.  i have called at least 6 times since feb with no luck.  i have back door pickup and my trash gets picked up on a hit and miss basis, never regular.  i have left message twice on marcus jackson phone and have not received call back.  i am getting very frustrated .this has never happened before.  seems like i have been left off backyard pickup route.  please check and see what is going on....",5890 edmondson pike,37211,red river,2402,4.0,1748646.93974112,618775.341114502,4.0,600.0
11625,192548,05/31/19,Trash - Curbside/Alley Missed Pickup,miss,2806 foster ave,37210,red river,4301,16.0,1749171.39968814,648613.600793667,1.0,0.0
11626,192557,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...entire street missed.,818 e campbell rd,37115,red river,3412,8.0,1753823.19884199,709704.397946083,2.0,200.0
11627,192561,05/31/19,Trash - Curbside/Alley Missed Pickup,miss. previous request was closed w/o picking up. cart on the side of the house near the alley,3700 meadowbrook ave,37205,metro,9307,24.0,1723483.16765645,657997.429828266,3.0,400.0
11628,192609,05/31/19,Trash - Backdoor,backdoor miss,6674 clearbrook dr,37205,red river,1303,23.0,1703659.40086495,640198.401563462,1.0,0.0
11629,192613,05/31/19,Trash - Curbside/Alley Missed Pickup,trash/miss curb {wednesday} needs to be emptied.,3003 simmons ave,37211,red river,4304,16.0,1749450.59850194,646516.000435318,1.0,0.0
11630,192622,05/31/19,Trash - Backdoor,pickup was missed last friday and i called to report it.  he is usually here by 9:00 a.m. and i'm very concerned i will be missed again today.,104 benson rd,37214,,,15.0,1772843.3998743,669416.001990641,2.0,200.0
11631,192632,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash whole street missed,529 brook view estates dr,37013,red river,4404,31.0,1763587.4130031,624963.621859306,1.0,0.0
11632,192633,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart,3908 eckhart dr,37211,red river,1403,26.0,1758636.23314407,640461.8257175,2.0,200.0
11633,192635,05/31/19,Trash - Curbside/Alley Missed Pickup,whole street was missed. carts were out wednesday night.  everyone's cart is still out.,300 jeri ct,37013,red river,4404,31.0,1765796.5099082,626493.342728479,3.0,400.0
11634,192637,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart miss/ entire street missed,524 jasmin dr,37211,red river,1403,26.0,1758546.59935856,640774.400244584,2.0,200.0
11635,192643,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart miss,405 barrett rd,37211,red river,1402,16.0,1755388.99806067,651464.001871532,1.0,0.0
11636,192658,05/31/19,Trash - Curbside/Alley Missed Pickup,only got one side of the street,225 old tusculum rd,37013,red river,4404,30.0,1762672.48813568,626927.949247839,1.0,0.0
11637,192686,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash,110 george l davis blvd,37203,,,19.0,1735557.00161413,664655.200966765,28.0,5400.0
11638,192687,05/31/19,Trash Collection Complaint,everyone{s} garbage not pickup {thursday}. curb {wants everyone's cart to be emptied}.,117 tusculum rd,37013,red river,4404,31.0,1766031.39839133,626470.401006788,1.0,0.0
11639,192698,05/31/19,Trash - Curbside/Alley Missed Pickup,"trash/miss thursday, out on time. curb",249 eisenhower dr,37211,red river,1405,26.0,1759595.01269052,638156.938573096,1.0,0.0
11640,192708,05/31/19,Trash Collection Complaint,backdoor/customer very upset wants {trash} pickup today. missed {wednesday} having to call in every week for being missed. wants to file a complaint.,6519 currywood dr,37205,red river,1301,23.0,1703755.40031534,648371.200944698,3.0,400.0
11641,192732,05/31/19,Trash - Backdoor,1 cart missed,954 battery ln,37220,red river,3302,25.0,1735182.87979435,639862.473732996,5.0,800.0
11642,192745,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart missed on westmoreland,2207 natchez trce,37212,metro,9301,18.0,1728681.76693654,655251.728800267,1.0,0.0
11643,192785,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart,736 douglas ave,37207,metro,9203,5.0,1745419.45068505,677948.098335789,6.0,1000.0
11644,192804,05/31/19,Trash - Curbside/Alley Missed Pickup,my trash can as well as others to my left and right have still not been picked up.,2800 donna hill dr,37214,red river,1502,15.0,1766662.59848784,681322.399372126,1.0,0.0
11645,192819,05/31/19,Trash Collection Complaint,caller is upset that a request was closed and the trash still was not picked up.,3906 parks retreat dr,37013,red river,4210,33.0,1793260.32711614,619426.518753036,4.0,600.0
11646,192833,05/31/19,Trash - Curbside/Alley Missed Pickup,thursday{s} missed for trash/curb,351 flushing dr,37211,red river,1402,16.0,1755224.99858734,651990.401001514,2.0,200.0
11647,192870,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...alley,625 8th ave s,37203,metro,9405,19.0,1738371.14788564,662521.601061864,4.0,600.0
11648,192881,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash- several on the street missed,923 kirkwood ave,37204,red river,4301,17.0,1736523.82679112,651194.148732348,1.0,0.0
11649,192891,05/31/19,Trash - Curbside/Alley Missed Pickup,unit 258. all other trash was taken from our neighbors but ours was coincidentally missed.,5170 hickory hollow pkwy,37013,red river,4504S,32.0,1772204.31838418,626202.491008082,4.0,600.0
11650,192890,05/31/19,Trash - Curbside/Alley Missed Pickup,unit 258. all other trash was taken from our neighbors but ours was coincidentally missed.,5170 hickory hollow pkwy,37013,,,32.0,1772204.31838418,626202.491008082,4.0,600.0
11651,192896,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart,2409 brasher ave,37206,metro,9503,5.0,1747478.3979822,678675.998363072,4.0,600.0
11652,192912,05/31/19,Trash - Backdoor,missed trash backdoor,5508 saddlewood ln,37027,,,4.0,1744974.57441102,618568.29375818,6.0,1000.0
11653,192919,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...entire street missed- 2 carts,3570 gondola dr,37013,red river,3502,33.0,1791266.70851845,637263.485747355,2.0,200.0
11654,192921,05/31/19,Trash - Backdoor,1 cart miss,611 gailwood ln,37214,red river,2501,14.0,1777874.46364029,664504.494790512,1.0,0.0
11655,192926,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...entire street missed,3714 folkstone dr,37013,red river,3502,33.0,1791686.96112638,637562.038794372,1.0,0.0
11656,192935,05/31/19,Trash - Curbside/Alley Missed Pickup,the whole street has been missed. usually picked up first thing in the morning,2463 cabin hill rd,37214,red river,1502,15.0,1769339.68805664,678759.998624201,2.0,200.0
11657,192938,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart emtire street missed,3210 agatha ct,37013,red river,3502,33.0,1790632.08121287,637158.39390338,3.0,400.0
11658,192942,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart,2200 albion st,37208,metro,9303,21.0,1729361.60688651,668025.039903531,2.0,200.0
11659,192952,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...entire street missed,105 sandia peak ct,37013,red river,4502,28.0,1774393.87361131,638684.544745534,1.0,0.0
11660,192951,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash . cart is general bates,4133 outer dr,37204,red river,3302,25.0,1735893.38851648,643553.199959726,1.0,0.0
11661,192955,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash- others missed on the street,414 barrett rd,37211,,,16.0,1755421.7999341,651124.801175129,1.0,0.0
11662,192956,05/31/19,Trash - Curbside/Alley Missed Pickup,customer stated her house was passed,1532 straightway ave,37206,waste ind,2506,6.0,1751022.23703585,677690.57285972,2.0,200.0
11663,192967,05/31/19,Trash - Curbside/Alley Missed Pickup,1 cart,6456 paddington way,37013,red river,3503,33.0,1796864.51631382,633781.577865468,1.0,0.0
11664,192969,05/31/19,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,2731 murfreesboro pike,37013,red river,4502,32.0,1781139.3987151,632445.601509113,15.0,2800.0
11665,192970,05/31/19,Trash - Curbside/Alley Missed Pickup,trash guy just drove past the house and did not stop,501 castlegate dr,37217,red river,2505,29.0,1786519.39866747,639568.000885231,1.0,0.0
11666,192972,05/31/19,Trash - Curbside/Alley Missed Pickup,driver rode past house,505 castlegate dr,37217,red river,3505,29.0,1786619.53965862,639441.178319537,1.0,0.0
11667,192980,05/31/19,Trash - Curbside/Alley Missed Pickup,trash has not been collected today,3005 country way rd,37013,red river,3501,29.0,1788346.34053208,636307.890022725,3.0,400.0
11668,192984,05/31/19,Trash - Curbside/Alley Missed Pickup,metro did not pick up any trash on bixler ave and what seems to be the entire surrounding area. that is unacceptable. i would like my trash picked up asap.,829 bixler ave,37115,red river,3512,9.0,1760867.88645029,706804.63674681,1.0,0.0
11669,192987,05/31/19,Trash - Curbside/Alley Missed Pickup,trash was not emptied,908 mcclurkan ave,37206,metro,9507,5.0,1747402.00802481,679013.879227806,3.0,400.0
11670,192992,05/31/19,Trash - Curbside/Alley Missed Pickup,three cans for neighbors also,324 anderson ln,37115,red river,3512,9.0,1760722.90284254,706824.36298655,2.0,200.0
11671,192993,05/31/19,Trash - Curbside/Alley Missed Pickup,237 mcgavock pike nashville 37214,237 mcgavock pike,37214,red river,2503,15.0,1767697.79965181,667579.201953058,1.0,0.0
11672,192994,05/31/19,Trash - Curbside/Alley Missed Pickup,missed trash around my neighbor hood,171 old tusculum rd,37013,red river,4404,30.0,1763863.09304769,626791.941286933,2.0,200.0
11673,192996,05/31/19,Trash - Curbside/Alley Missed Pickup,trash on all of moss landing drive not picked up as of 7:51 pm  on friday,557 moss landing dr,37013,red river,3505,29.0,1785763.23801666,635969.508532185,1.0,0.0
11674,192999,05/31/19,Trash - Curbside/Alley Missed Pickup,"all houses carts on westcliffe circle and westcliffe court we?re on curb by 7am, and still not emptied at 8 pm. also, the neighborhood is getting ugly with oil stains from trash trucks. thank you.",3309 westcliffe cir,37013,red river,3502,33.0,1791788.19834953,635688.799925932,1.0,0.0
11675,193000,05/31/19,Trash - Curbside/Alley Missed Pickup,no trash was picked up in the entire neighborhood.  all trash cans are still full.,2504 pleasant green rd,37214,red river,1501,15.0,1766892.19972926,685211.998705368,2.0,200.0
11676,193006,05/31/19,Trash - Curbside/Alley Missed Pickup,trash and recycling has not been picked up in days.,423 35th ave n,37209,waste ind,3306,21.0,1724391.66893773,664037.818538233,2.0,200.0
11677,193009,06/01/19,Trash - Curbside/Alley Missed Pickup,seems like my side of the street was missed while the even numbered side was picked up,3305 new towne rd,37013,red river,3503,33.0,1789666.77967964,633220.734492819,1.0,0.0
11678,193011,06/01/19,Trash - Curbside/Alley Missed Pickup,none of the carts of on either side of the street near my home have been picked up,541 owendale dr,37013,red river,3505,29.0,1784759.54066079,636606.419324644,1.0,0.0
